episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
100,1.0,1.9255562506990844,-3.94987752317553,-179.99740564556066,-30.0,4.0,[-30.0 4.0],0.0,False,True,0.30433252185077064,1,46.07287348472507,406.139,prepare,0.0
100,2.0,1.9257709884642633,-3.9498729705810547,-180.0,-19.640137837624376,4.0,[-19.640137837624376 4.0],0.8009117636459542,False,True,0.3038664389934684,1,46.07287348472507,406.207,in_progress,0.0
100,3.0,1.9149587284424878,-3.9477101325779484,179.68878693632743,2.643940882563676,3.4562114245099256,[2.643940882563676 3.4562114245099256],0.9210087606451463,False,True,0.3273341743526709,1,46.07287348472507,406.275,in_progress,0.0
100,4.0,1.8940876467694614,-3.9492041902671504,-179.665329373735,28.511887668117005,4.0,[28.511887668117005 4.0],0.7033428902057443,False,True,0.37263432625213083,1,46.07287348472507,406.339,in_progress,0.0
100,5.0,1.8604617567533799,-3.957583644496683,-177.64601185382998,30.0,1.7315295469332277,[30.0 1.7315295469332277],0.4881492473026945,False,True,0.44561846523193593,2,46.07287348472507,406.399,in_progress,0.0
100,6.0,1.8130390497825846,-3.9823673199337173,-172.34828514494404,-28.29771011092695,1.2693684397365472,[-28.29771011092695 1.2693684397365472],0.4655388895923531,False,True,0.5485482444794094,2,46.07287348472507,406.473,in_progress,0.0
100,7.0,1.762654454964285,-4.003699162420746,-168.9384502465758,-21.727674211839798,2.547305793512316,[-21.727674211839798 2.547305793512316],0.6274316054213306,False,True,0.6579067259620197,2,46.07287348472507,406.53,in_progress,0.0
100,8.0,1.6940979928498838,-4.007099046770266,-171.16605394498566,-30.0,4.0,[-30.0 4.0],0.6680092589494038,False,True,0.8067067831955463,3,46.07287348472507,406.599,in_progress,0.0
100,9.0,1.633067717521226,-3.99962232760873,-175.04779493379044,-16.59372393823557,0.5,[-16.59372393823557 0.5],0.5152396825590575,False,True,0.9391714434449047,3,46.07287348472507,406.67,in_progress,0.0
100,10.0,1.5583630285553518,-3.9677025854776757,174.73036707748128,2.7540715309183597,1.185219844435702,[2.7540715309183597 1.185219844435702],0.7044562202675624,False,True,1.1013160706747251,3,46.07287348472507,406.736,in_progress,0.0
100,11.0,1.5012350241545391,-3.941081799713928,168.96845990533876,30.0,1.7396903903076468,[30.0 1.7396903903076468],0.4582981010982153,False,True,1.2253109511324263,3,46.07287348472507,406.807,in_progress,0.0
100,12.0,1.415768700260465,-3.9202037785149297,167.94225035409326,26.270608445994853,2.123624165313447,[26.270608445994853 2.123624165313447],0.5394459038053364,False,True,1.410813433243531,4,46.07287348472507,406.875,in_progress,0.0
100,13.0,1.3305631635954125,-3.9196472890005545,171.76635574161455,29.1065575444008,4.0,[29.1065575444008 4.0],0.6916753022738276,False,True,1.5957498833073662,4,46.07287348472507,406.936,in_progress,0.0
100,14.0,1.2373669732239083,-3.9323269166322747,177.5888774461088,-20.551066560914563,1.4406008529599577,[-20.551066560914563 1.4406008529599577],0.5464701969941426,False,True,1.7980298439926972,4,46.07287348472507,406.998,in_progress,0.0
100,15.0,1.1350361793067658,-3.950876454611038,-175.4999487012195,-14.97453894459986,1.4722328363560113,[-14.97453894459986 1.4722328363560113],0.6008007783317667,False,True,2.020136229328244,5,46.07287348472507,407.075,in_progress,0.0
100,16.0,1.0177912283803232,-3.952271910244544,-175.50027270051928,-16.078944849082305,4.0,[-16.078944849082305 4.0],0.8305417275605893,False,True,2.274613413099545,5,46.07287348472507,407.136,in_progress,0.0
100,17.0,0.9215440835057157,-3.9442636359817205,-178.89423862671902,-13.013933863731772,1.0102209041287007,[-13.013933863731772 1.0102209041287007],0.5829479898785015,False,True,2.4835153929305123,5,46.07287348472507,407.217,in_progress,0.0
100,18.0,0.8153471818216522,-3.915331760968365,174.04049439734052,-3.3931853564190604,0.5,[-3.3931853564190604 0.5],0.6347217675000332,False,True,2.7140130668367677,6,46.07287348472507,407.273,in_progress,0.0
100,19.0,0.7221749736695321,-3.8818776545669746,168.30548763719938,18.25883215296266,0.5,[18.25883215296266 0.5],0.4861049313427248,False,True,2.9162412081238642,6,46.07287348472507,407.332,in_progress,0.0
100,20.0,0.6540595612460746,-3.8569798929961085,164.46120123807881,30.0,0.5,[30.0 0.5],0.3506486455118556,False,True,3.0640840636848568,6,46.07287348472507,407.406,in_progress,0.0
100,21.0,0.5808634850907437,-3.8454031834347346,165.9709727596847,9.322506426291007,0.5,[9.322506426291007 0.5],0.5424973695256745,False,True,3.2229543249198205,6,46.07287348472507,407.472,in_progress,0.0
100,22.0,0.5241722109642337,-3.8400560935226946,168.01443780996487,-30.0,1.1329474070737562,[-30.0 1.1329474070737562],0.4018740352101735,False,True,3.346001311779842,7,46.07287348472507,407.532,in_progress,0.0
100,23.0,0.47109466385177784,-3.8251267204937114,167.20384212006397,-24.715591919931022,0.5,[-24.715591919931022 0.5],0.403314367441971,False,True,3.461204828965662,7,46.07287348472507,407.595,in_progress,0.0
100,24.0,0.41919906817412267,-3.7974852363652545,163.62428837440513,1.2788823578879729,0.6599656563769376,[1.2788823578879729 0.6599656563769376],0.6418562003149231,False,True,3.573842471180834,7,46.07287348472507,407.671,in_progress,0.0
100,25.0,0.3699222031954004,-3.770786905472342,160.84827764663746,30.0,0.5,[30.0 0.5],0.32828178404623926,False,True,3.680796653222593,7,46.07287348472507,407.736,in_progress,0.0
100,26.0,0.3280435552978651,-3.755126723711994,160.6268961400912,22.548777853427723,0.5,[22.548777853427723 0.5],0.39434337435013933,False,True,3.7716931932689173,7,46.07287348472507,407.803,in_progress,0.0
100,27.0,0.2800665949115283,-3.7488310401428775,162.94719841757328,30.0,0.5,[30.0 0.5],0.3141706887324879,False,True,3.8758259654569667,7,46.07287348472507,407.871,in_progress,0.0
100,28.0,0.2359924524142476,-3.7534251509108314,167.01450194390048,-28.711654096068177,0.5,[-28.711654096068177 0.5],0.33823661346412043,False,True,3.971487770687961,8,46.07287348472507,407.939,in_progress,0.0
100,29.0,0.19026872106381496,-3.755906001792416,170.18351499398221,-30.0,0.5,[-30.0 0.5],0.3344278661029665,False,True,4.070729966566176,8,46.07287348472507,408.004,in_progress,0.0
100,30.0,0.1538868015255831,-3.7519132785214917,170.738879266367,-30.0,0.5,[-30.0 0.5],0.33619677071189585,False,True,4.1496959975221,8,46.07287348472507,408.082,in_progress,0.0
100,31.0,0.10555514091076984,-3.741271756982204,170.0819109311261,27.32641546276269,0.5856688086234729,[27.32641546276269 0.5856688086234729],0.3669039250086167,False,True,4.254597921496484,8,46.07287348472507,408.132,in_progress,0.0
100,32.0,0.07255658107459295,-3.735137254940111,169.88526802090652,4.261394819113313,0.8697600251732238,[4.261394819113313 0.8697600251732238],0.6185503428246629,False,True,4.326220435220206,8,46.07287348472507,408.205,in_progress,0.0
100,33.0,0.022520493414713072,-3.731074195165198,170.97611583813983,-30.0,0.5,[-30.0 0.5],0.32507349085948967,False,True,4.434822476833123,8,46.07287348472507,408.271,in_progress,0.0
100,34.0,-0.02111297129267914,-3.720308767787457,170.14918357786846,8.627131300303276,0.5,[8.627131300303276 0.5],0.5296524459175016,False,True,4.529527765176897,8,46.07287348472507,408.341,in_progress,0.0
100,35.0,-0.058399178401659396,-3.7124923262516543,169.86351721542476,30.0,3.961936710819492,[30.0 3.961936710819492],0.614664490543257,False,True,4.610456502473274,9,46.07287348472507,408.401,in_progress,0.0
100,36.0,-0.10089982143455861,-3.710788309138659,171.31238587883774,30.0,0.5,[30.0 0.5],0.32332722242555034,False,True,4.702703061290705,9,46.07287348472507,408.467,in_progress,0.0
100,37.0,-0.15406521603193324,-3.7215200554764,175.25378878917923,13.825765057984952,2.197986726600928,[13.825765057984952 2.197986726600928],0.6405918753881706,False,True,4.818097234799407,9,46.07287348472507,408.546,in_progress,0.0
100,38.0,-0.21264783340640214,-3.7330902839047444,178.90806535357413,30.0,0.5,[30.0 0.5],0.3398525081646471,False,True,4.945248425279089,9,46.07287348472507,408.601,in_progress,0.0
100,39.0,-0.2588862203343683,-3.7453113849685566,-178.04301324475026,-14.907632460363855,2.4131227558015,[-14.907632460363855 2.4131227558015],0.6535054129640198,False,True,5.04560776238417,9,46.07287348472507,408.677,in_progress,0.0
