episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
180,1.0,1.9255764697309616,-3.9499501729771445,-179.9633952907571,15.118817222334044,3.633818861575254,[15.118817222334044 3.633818861575254],0.0,False,True,0.3042886369561901,1,46.07287348472507,875.865,prepare,0.0
180,2.0,1.9257709884641812,-3.9498729705810547,-180.0,7.267219942042615,2.7422533326618814,[7.267219942042615 2.7422533326618814],0.8168589065030751,False,True,0.30386643899346905,1,46.07287348472507,875.937,in_progress,0.0
180,3.0,1.9141639996172928,-3.947365507726424,179.32531362548283,6.382409512270634,4.0,[6.382409512270634 4.0],0.9296146346441413,False,True,0.32905911305304675,1,46.07287348472507,876.0,in_progress,0.0
180,4.0,1.8899214155664523,-3.9462096573619267,178.99777485001627,-1.866566181209734,1.1479415489499685,[-1.866566181209734 1.1479415489499685],0.7234419981232727,False,True,0.38167702510682344,1,46.07287348472507,876.062,in_progress,0.0
180,5.0,1.8470689991771994,-3.941833743195971,178.1593127281869,-24.57764895892428,2.8611496560515075,[-24.57764895892428 2.8611496560515075],0.6432765781487751,False,True,0.474687104895878,2,46.07287348472507,876.143,in_progress,0.0
180,6.0,1.7859854996879987,-3.9248816575771794,174.50588816028505,30.0,4.0,[30.0 4.0],0.6853585002476967,False,True,0.6072672868318977,2,46.07287348472507,876.198,in_progress,0.0
180,7.0,1.7197561095478235,-3.8997939152660113,170.16631728507892,30.0,3.963769127000676,[30.0 3.963769127000676],0.6594337306151021,False,True,0.7510164935362131,3,46.07287348472507,876.268,in_progress,0.0
180,8.0,1.6443204179261939,-3.8929082812394835,171.4711229708848,30.0,3.6505151752942617,[30.0 3.6505151752942617],0.6450736632105005,False,True,0.9147477434367418,3,46.07287348472507,876.334,in_progress,0.0
180,9.0,1.5470736214561864,-3.909669712455901,178.337334805106,17.227219358797285,4.0,[17.227219358797285 4.0],0.8001792691974118,False,True,1.1258194416286258,3,46.07287348472507,876.395,in_progress,0.0
180,10.0,1.4474577578234855,-3.949572545909776,-172.1567857092539,2.266763559194324,2.8928847124784642,[2.266763559194324 2.8928847124784642],0.8429886854097861,False,True,1.34203313983811,4,46.07287348472507,876.471,in_progress,0.0
180,11.0,1.3367229353782661,-4.0070254758411865,-161.58012605527057,3.7351687653147394,1.1175249944437504,[3.7351687653147394 1.1175249944437504],0.6797682292664969,False,True,1.5823802553309871,4,46.07287348472507,876.535,in_progress,0.0
180,12.0,1.2331545083095568,-4.073102324305632,-150.58593359890156,-30.0,0.5,[-30.0 0.5],0.32488292840729915,False,True,1.8071728919418693,4,46.07287348472507,876.595,in_progress,0.0
180,13.0,1.1489776752150076,-4.131094989301898,-141.01935525965146,-30.0,0.5,[-30.0 0.5],0.2988093267154556,False,True,1.9898765670717848,5,46.07287348472507,876.678,in_progress,0.0
180,14.0,1.0692148363961336,-4.172688660610613,-137.26638764372447,-30.0,0.699048255442562,[-30.0 0.699048255442562],0.3090406234293066,False,True,2.1629997798996508,5,46.07287348472507,876.735,in_progress,0.0
180,15.0,1.0128780436742075,-4.195496393889585,-136.1046310688748,-30.0,0.5,[-30.0 0.5],0.28526142571859026,False,True,2.2852773555333994,5,46.07287348472507,876.812,in_progress,0.0
180,16.0,0.950626229851393,-4.218061521150908,-137.39508466810096,8.79364649241655,4.0,[8.79364649241655 4.0],0.7897284022404542,False,True,2.4203933340135637,5,46.07287348472507,876.874,in_progress,0.0
180,17.0,0.8934140939594849,-4.241014416735488,-142.18964336649023,27.34357735121249,0.5,[27.34357735121249 0.5],0.2982998471884306,False,True,2.544570819732739,5,46.07287348472507,876.94,in_progress,0.0
